0000	0000
0001	0001
0002	0002
0003	0003
0004	0004
0005	0005
0006	0006
0007	0007
0008	0008
0009	0009
000A	000A
000B	000B
000C	000C
000D	000D
000E	000E
000F	000F
0010	0010
0011	0011
0012	0012
0013	0013
0014	0014
0015	0015
0016	0016
0017	0017
0018	0018
0019	0019
001A	001A
001B	001B
001C	001C
001D	001D
001E	001E
001F	001F
0020	0020
0021	0021
0022	0022
0023	0023
0024	0024
0025	0025
0026	0026
0027	0027
0028	0028
0029	0029
002A	002A
002B	002B
002C	002C
002D	002D
002E	002E
002F	002F
0030	0030
0031	0031
0032	0032
0033	0033
0034	0034
0035	0035
0036	0036
0037	0037
0038	0038
0039	0039
003A	003A
003B	003B
003C	003C
003D	003D
003E	003E
003F	003F
0040	0040
0041	0041
0042	0042
0043	0043
0044	0044
0045	0045
0046	0046
0047	0047
0048	0048
0049	0049
004A	004A
004B	004B
004C	004C
004D	004D
004E	004E
004F	004F
0050	0050
0051	0051
0052	0052
0053	0053
0054	0054
0055	0055
0056	0056
0057	0057
0058	0058
0059	0059
005A	005A
005B	005B
005C	005C
005D	005D
005E	005E
005F	005F
0060	0060
0061	0061
0062	0062
0063	0063
0064	0064
0065	0065
0066	0066
0067	0067
0068	0068
0069	0069
006A	006A
006B	006B
006C	006C
006D	006D
006E	006E
006F	006F
0070	0070
0071	0071
0072	0072
0073	0073
0074	0074
0075	0075
0076	0076
0077	0077
0078	0078
0079	0079
007A	007A
007B	007B
007C	007C
007D	007D
007E	007E
007F	007F
0081	0081
008A	008A
008C	008C
008D	008D
008E	008E
008F	008F
0090	0090
009A	009A
009C	009C
009D	009D
009E	009E
009F	009F
00A0	00A0
00A1	00A1
00A2	00A2
00A3	00A3
00A4	20AA
00A5	00A5
00A6	00A6
00A7	00A7
00A8	00A8
00A9	00A9
00AB	00AB
00AC	00AC
00AD	00AD
00AE	00AE
00AF	00AF
00B0	00B0
00B1	00B1
00B2	00B2
00B3	00B3
00B4	00B4
00B5	00B5
00B6	00B6
00B7	00B7
00B8	00B8
00B9	00B9
00BB	00BB
00BC	00BC
00BD	00BD
00BE	00BE
00BF	00BF
00D7	00D7
00F7	00F7
0191	0046
0192	0192
02C6	02C6
02DC	02DC
05B0	05B0
05B1	05B1
05B2	05B2
05B3	05B3
05B4	05B4
05B5	05B5
05B6	05B6
05B7	05B7
05B8	05B8
05B9	05B9
05BA	05BA
05BB	05BB
05BC	05BC
05BD	05BD
05BE	05BE
05BF	05BF
05C0	05C0
05C1	05C1
05C2	05C2
05C3	05C3
05D0	05D0
05D1	05D1
05D2	05D2
05D3	05D3
05D4	05D4
05D5	05D5
05D6	05D6
05D7	05D7
05D8	05D8
05D9	05D9
05DA	05DA
05DB	05DB
05DC	05DC
05DD	05DD
05DE	05DE
05DF	05DF
05E0	05E0
05E1	05E1
05E2	05E2
05E3	05E3
05E4	05E4
05E5	05E5
05E6	05E6
05E7	05E7
05E8	05E8
05E9	05E9
05EA	05EA
05F0	05F0
05F1	05F1
05F2	05F2
05F3	05F3
05F4	05F4
200E	200E
200F	200F
2013	2013
2014	2014
2018	2018
2019	2019
201A	201A
201C	201C
201D	201D
201E	201E
2020	2020
2021	2021
2022	2022
2026	2026
2030	2030
2039	2039
203A	203A
20AA	20AA
20AC	20AC
2122	2122
F88D	F88D
F88E	F88E
F88F	F88F
F890	F890
F891	F891
F892	F892
F893	F893
F894	F894
F895	F895
F896	F896
FF01	0021
FF02	0022
FF03	0023
FF04	0024
FF05	0025
FF06	0026
FF07	0027
FF08	0028
FF09	0029
FF0A	002A
FF0B	002B
FF0C	002C
FF0D	002D
FF0E	002E
FF0F	002F
FF10	0030
FF11	0031
FF12	0032
FF13	0033
FF14	0034
FF15	0035
FF16	0036
FF17	0037
FF18	0038
FF19	0039
FF1A	003A
FF1B	003B
FF1C	003C
FF1D	003D
FF1E	003E
FF1F	003F
FF20	0040
FF21	0041
FF22	0042
FF23	0043
FF24	0044
FF25	0045
FF26	0046
FF27	0047
FF28	0048
FF29	0049
FF2A	004A
FF2B	004B
FF2C	004C
FF2D	004D
FF2E	004E
FF2F	004F
FF30	0050
FF31	0051
FF32	0052
FF33	0053
FF34	0054
FF35	0055
FF36	0056
FF37	0057
FF38	0058
FF39	0059
FF3A	005A
FF3B	005B
FF3C	005C
FF3D	005D
FF3E	005E
FF3F	005F
FF40	0060
FF41	0061
FF42	0062
FF43	0063
FF44	0064
FF45	0065
FF46	0066
FF47	0067
FF48	0068
FF49	0069
FF4A	006A
FF4B	006B
FF4C	006C
FF4D	006D
FF4E	006E
FF4F	006F
FF50	0070
FF51	0071
FF52	0072
FF53	0073
FF54	0074
FF55	0075
FF56	0076
FF57	0077
FF58	0078
FF59	0079
FF5A	007A
FF5B	007B
FF5C	007C
FF5D	007D
FF5E	007E
